source_system_a,source_id_a,entity_name_a,source_system_b,source_id_b,entity_name_b,address_similarity,name_similarity,geographic_proximity,confidence,outcome
sales_records,SR-1385,Timberlake Logistics,debt_records,DBT-2024-387,Timberlake Logistics Inc,1.0,0.9636,,0.9838,auto_match
sales_records,SR-1076,Hollow Creek Industrial LP,debt_records,DBT-2024-077,Hollow Creek Industrial Inc,1.0,0.9623,,0.9832,auto_match
sales_records,SR-1160,Bayshore Commercial,debt_records,DBT-2024-163,Bayshore Commercial LLC,1.0,0.9619,,0.9831,auto_match
sales_records,SR-1051,Ashgrove Trust,debt_records,DBT-2024-057,Ashgrove Trust LP,1.0,0.9613,,0.9828,auto_match
sales_records,SR-1273,Northgate Ventures,debt_records,DBT-2024-286,Northgate Ventures Inc,1.0,0.96,,0.9822,auto_match
sales_records,SR-1203,Millbrook Ventures LLC,debt_records,DBT-2024-218,Millbrook Ventures,1.0,0.96,,0.9822,auto_match
sales_records,SR-1217,Bluepeak Logistics,debt_records,DBT-2024-234,Bluepeak Logistics Inc,1.0,0.96,,0.9822,auto_match
sales_records,SR-1055,Ferngate Holdings,debt_records,DBT-2024-061,Ferngate Holdings LLC,1.0,0.9579,,0.9813,auto_match
sales_records,SR-1322,Timberlake Realty,debt_records,DBT-2024-323,Timberlake Realty Inc,1.0,0.9579,,0.9813,auto_match
sales_records,SR-1331,Oakwood Logistics,debt_records,DBT-2024-329,Oakwood Logistics Inc,1.0,0.9579,,0.9813,auto_match
sales_records,SR-1085,Ironbridge Office,debt_records,DBT-2024-087,Ironbridge Office Inc,1.0,0.9579,,0.9813,auto_match
sales_records,SR-1154,Cascade Logistics,debt_records,DBT-2024-156,Cascade Logistics Inc,1.0,0.9579,,0.9813,auto_match
sales_records,SR-1075,Marlin Bay Investors LP,debt_records,DBT-2024-076,Marlin Bay Investors Inc,1.0,0.9574,,0.9811,auto_match
sales_records,SR-1136,Ironbridge Partners LP,debt_records,DBT-2024-140,Ironbridge Partners Inc,1.0,0.9556,,0.9803,auto_match
sales_records,SR-1240,Brightline Group,debt_records,DBT-2024-254,Brightline Group LLC,1.0,0.9556,,0.9803,auto_match
sales_records,SR-1307,Underhill Realty,debt_records,DBT-2024-312,Underhill Realty Inc,1.0,0.9556,,0.9803,auto_match
sales_records,SR-1018,Underhill Group,debt_records,DBT-2023-018,Underhill Group Inc,1.0,0.9529,,0.9791,auto_match
sales_records,SR-1293,Timberlake Fund,debt_records,DBT-2024-302,Timberlake Fund LLC,1.0,0.9529,,0.9791,auto_match
sales_records,SR-1145,Overlook Fund LLC,debt_records,DBT-2024-148,Overlook Fund Inc,1.0,0.9529,,0.9791,auto_match
sales_records,SR-1005,Rosewood Partners LP,debt_records,DBT-2024-005,Rosewood Partners Inc,1.0,0.9512,,0.9783,auto_match
sales_records,SR-1182,Silverline Realty LP,debt_records,DBT-2024-188,Silverline Realty Inc,1.0,0.9512,,0.9783,auto_match
sales_records,SR-1028,Cascade Group,debt_records,DBT-2024-033,Cascade Group Inc,1.0,0.9467,,0.9763,auto_match
sales_records,SR-1114,Hearthstone Commercial,debt_records,DBT-2024-120,Hearthstone Commercial Fund,1.0,0.898,,0.9547,auto_match
sales_records,SR-1358,Brightline Commercial Fund,debt_records,DBT-2023-361,Brightline Commercial,1.0,0.8936,,0.9527,auto_match
sales_records,SR-1283,Valley Forge Ventures,debt_records,DBT-2024-294,Valley Forge Ventures Fund,1.0,0.8936,,0.9527,auto_match
sales_records,SR-1397,Union Pacific Capital,debt_records,DBT-2024-397,Union Pacific Capital Fund,1.0,0.8936,,0.9527,auto_match
sales_records,SR-1291,Yellowpine Commercial,debt_records,DBT-2024-300,Yellowpine Commercial Fund,1.0,0.8936,,0.9527,auto_match
sales_records,SR-1103,Nightingale Partners,debt_records,DBT-2024-111,Nightingale Partners Fund,1.0,0.8889,,0.9506,auto_match
sales_records,SR-1353,Steelyard Commercial,debt_records,DBT-2024-357,Steelyard Commercial Fund,1.0,0.8889,,0.9506,auto_match
sales_records,SR-1016,Ember Ridge Capital Inc,debt_records,DBT-2024-014,Ember Ridge Capital Fund,1.0,0.8877,,0.9501,auto_match
sales_records,SR-1033,Redwood Residential,debt_records,DBT-2024-038,Redwood Residential Fund,1.0,0.8837,,0.9483,auto_match
sales_records,SR-1045,Greystone Logistics,debt_records,DBT-2024-051,Greystone Logistics Fund,1.0,0.8837,,0.9483,auto_match
sales_records,SR-1394,Northgate Holdings Inc,debt_records,DBT-2024-393,Northgate Holdings Fund,1.0,0.8824,,0.9477,auto_match
sales_records,SR-1169,Larkspur Logistics,debt_records,DBT-2024-170,Larkspur Logistics Fund,1.0,0.878,,0.9458,auto_match
sales_records,SR-1380,Canyon Point Holdings,debt_records,DBT-2024-382,Canyon Point Holdings Group,1.0,0.875,,0.9444,auto_match
sales_records,SR-1365,Harborview Properties,debt_records,DBT-2024-365,Harborview Properties Group,1.0,0.875,,0.9444,auto_match
sales_records,SR-1067,Pinecrest Development,debt_records,DBT-2024-067,Pinecrest Development Group,1.0,0.875,,0.9444,auto_match
sales_records,SR-1310,Underhill Capital,debt_records,DBT-2024-317,Underhill Capital Fund,1.0,0.8718,,0.943,auto_match
sales_records,SR-1073,Blackthorn Retail,debt_records,DBT-2024-073,Blackthorn Retail Fund,1.0,0.8718,,0.943,auto_match
sales_records,SR-1244,Ashford Investors,debt_records,DBT-2024-258,Ashford Investors Fund,1.0,0.8718,,0.943,auto_match
sales_records,SR-1395,Overlook Capital Fund,debt_records,DBT-2024-395,Overlook Capital Inc,1.0,0.8701,,0.9423,auto_match
sales_records,SR-1275,Driftwood Properties,debt_records,DBT-2024-288,Driftwood Properties Group,1.0,0.8696,,0.942,auto_match
sales_records,SR-1135,Quarrystone Holdings,debt_records,DBT-2024-138,Quarrystone Holdings Group,1.0,0.8696,,0.942,auto_match
sales_records,SR-1078,Silverline Residential LLC,debt_records,DBT-2024-078,Silverline Residential Group,1.0,0.8687,,0.9416,auto_match
sales_records,SR-1333,Lakeshore Office Fund,debt_records,DBT-2024-332,Lakeshore Office,1.0,0.8649,,0.94,auto_match
sales_records,SR-1119,Yellowpine Group,debt_records,DBT-2024-125,Yellowpine Group Fund,1.0,0.8649,,0.94,auto_match
sales_records,SR-1063,Windermere Fund,debt_records,DBT-2024-066,Windermere Fund Fund,1.0,0.8571,,0.9365,auto_match
sales_records,SR-1202,Millbrook Capital,debt_records,DBT-2024-217,Millbrook Capital Group,1.0,0.85,,0.9333,auto_match
sales_records,SR-1151,Crestpoint Retail,debt_records,DBT-2024-150,Crestpoint Retail Group,1.0,0.85,,0.9333,auto_match
sales_records,SR-1184,Hearthstone Group,debt_records,DBT-2024-190,Hearthstone Group Group,1.0,0.85,,0.9333,auto_match
sales_records,SR-1351,Oakwood Properties Group,debt_records,DBT-2024-354,Oakwood Properties Inc,1.0,0.8447,,0.931,auto_match
sales_records,SR-1035,Kestrel Holdings,debt_records,DBT-2024-039,Kestrel Holdings Group,1.0,0.8421,,0.9298,auto_match
sales_records,SR-1019,Prairie Wind Commercial,debt_records,DBT-2024-020,Prairie Wind Commercial Partners,1.0,0.8364,,0.9273,auto_match
sales_records,SR-1207,Ember Ridge Development,debt_records,DBT-2024-222,Ember Ridge Development Partners,1.0,0.8364,,0.9273,auto_match
sales_records,SR-1020,Marlin Bay Trust Inc,debt_records,DBT-2024-022,Marlin Bay Trust Group,1.0,0.8291,,0.924,auto_match
sales_records,SR-1399,Marlin Bay Trust Inc,debt_records,DBT-2024-022,Marlin Bay Trust Group,1.0,0.8291,,0.924,auto_match
sales_records,SR-1152,Copperfield Investors,debt_records,DBT-2024-152,Copperfield Investors Partners,1.0,0.8235,,0.9216,auto_match
sales_records,SR-1299,Westbrook Commercial,debt_records,DBT-2024-304,Westbrook Commercial Partners,1.0,0.8163,,0.9184,auto_match
sales_records,SR-1356,Valley Forge Realty,debt_records,DBT-2023-359,Valley Forge Realty Partners,1.0,0.8085,,0.9149,auto_match
sales_records,SR-1040,Grayson Commercial,debt_records,DBT-2024-044,Grayson Commercial Partners,1.0,0.8,,0.9111,auto_match
sales_records,SR-1024,Silverpine Group,debt_records,DBT-2024-028,Silverpine Group Partners,1.0,0.7805,,0.9024,auto_match
sales_records,SR-1081,Overlook Realty,debt_records,DBT-2024-082,Overlook Realty Partners,1.0,0.7692,,0.8974,auto_match
sales_records,SR-1309,Ashford Office Group,debt_records,DBT-2024-315,Ashford Office Partners,1.0,0.7442,,0.8863,auto_match
sales_records,SR-1101,Stonebridge Realty LP,debt_records,DBT-2023-109,Stonebridge Realty,0.7529,0.9692,,0.849,review_queue
sales_records,SR-1186,Zenith Point Properties,debt_records,DBT-2024-193,Zenith Point Properties,0.6462,1.0,,0.8034,review_queue
sales_records,SR-1363,Highland Park Partners,debt_records,DBT-2024-307,Highland Park Trust,0.8,0.7805,,0.7913,review_queue
sales_records,SR-1218,Delta Ridge Group,debt_records,DBT-2024-236,Delta Ridge Group LLC,0.6471,0.9579,,0.7852,review_queue
sales_records,SR-1071,Steelyard Investors,debt_records,DBT-2023-070,Steelyard Investors LLC,0.64,0.9619,,0.7831,review_queue
sales_records,SR-1151,Crestpoint Retail,debt_records,DBT-2024-298,Greystone Retail LLC,0.8,0.7538,,0.7795,review_queue
sales_records,SR-1202,Millbrook Capital,debt_records,DBT-2023-240,Willowbrook Capital,0.6909,0.8889,,0.7789,review_queue
sales_records,SR-1135,Quarrystone Holdings,debt_records,DBT-2024-381,Greystone Holdings LP,0.7429,0.8175,,0.7761,review_queue
sales_records,SR-1062,Rosewood Development,debt_records,DBT-2023-065,Rosewood Development,0.5946,1.0,,0.7748,review_queue
sales_records,SR-1122,Quarrystone Capital,debt_records,DBT-2024-272,Greystone Residential,0.91,0.6,,0.7722,review_queue
sales_records,SR-1004,Valley Forge Industrial,debt_records,DBT-2024-004,Valley Forge Industrial LP,0.6057,0.9755,,0.7701,review_queue
sales_records,SR-1375,Crestpoint Investors Inc,debt_records,DBT-2024-380,Crestpoint Investors,0.61,0.9636,,0.7672,review_queue
sales_records,SR-1169,Larkspur Logistics,debt_records,DBT-2024-085,Silverpine Logistics Inc,0.85,0.6581,,0.7647,review_queue
sales_records,SR-1249,Quailridge Commercial,debt_records,DBT-2024-264,Quailridge Commercial LP,0.5946,0.9733,,0.7629,review_queue
sales_records,SR-1256,Greystone Residential LLC,debt_records,DBT-2024-128,Quarrystone Capital,0.91,0.5782,,0.7625,review_queue
sales_records,SR-1112,Copper Basin Industrial,debt_records,DBT-2024-375,Cornerstone Industrial Inc,0.7789,0.7309,,0.7576,review_queue
sales_records,SR-1350,Hollow Creek Trust,debt_records,DBT-2024-353,Hollow Creek Trust LLC,0.5846,0.96,,0.7514,review_queue
sales_records,SR-1136,Ironbridge Partners LP,debt_records,DBT-2024-136,Fairview Partners Inc,0.7913,0.6938,,0.748,review_queue
sales_records,SR-1266,Maple Crest Office,debt_records,DBT-2024-256,Maple Crest Logistics LP,0.7385,0.7473,,0.7424,review_queue
sales_records,SR-1210,Prairie Wind Industrial,debt_records,DBT-2024-228,Prairie Wind Industrial,0.5333,1.0,,0.7407,review_queue
sales_records,SR-1345,Oakwood Fund,debt_records,DBT-2024-321,Oakwood Trust Inc,0.7667,0.7079,,0.7406,review_queue
sales_records,SR-1326,Northgate Fund Group,debt_records,DBT-2024-393,Northgate Holdings Fund,0.8105,0.6512,,0.7397,review_queue
sales_records,SR-1312,Highland Park Residential,debt_records,DBT-2024-363,Highland Park Partners,0.7484,0.7234,,0.7373,review_queue
sales_records,SR-1302,Larkspur Retail,debt_records,DBT-2024-090,Larkspur Realty LP,0.6909,0.7952,,0.7373,review_queue
sales_records,SR-1397,Union Pacific Capital,debt_records,DBT-2024-191,Union Pacific Fund,0.7529,0.7179,,0.7373,review_queue
sales_records,SR-1364,Vantage Point Partners,debt_records,DBT-2024-301,Ferngate Capital Partners,0.9143,0.5106,,0.7349,review_queue
sales_records,SR-1168,Hearthstone Realty,debt_records,DBT-2023-109,Stonebridge Realty,0.7892,0.6667,,0.7348,review_queue
sales_records,SR-1313,Foundry Square Development Group,debt_records,DBT-2024-320,Foundry Square Development,0.6049,0.8966,,0.7345,review_queue
sales_records,SR-1336,Hearthstone Retail Group,debt_records,DBT-2024-074,Amberleaf Retail Group,0.8,0.6522,,0.7343,review_queue
sales_records,SR-1312,Highland Park Residential,debt_records,DBT-2024-307,Highland Park Trust,0.7,0.7727,,0.7323,review_queue
sales_records,SR-1352,Windermere Commercial,debt_records,DBT-2024-195,Silverline Commercial Inc,0.8,0.6435,,0.7304,review_queue
sales_records,SR-1094,Falcon Creek Residential,debt_records,DBT-2023-134,Maple Crest Residential Fund,0.76,0.6923,,0.7299,review_queue
sales_records,SR-1054,Oakwood Industrial,debt_records,DBT-2023-075,Yellowpine Industrial Inc,0.8,0.6419,,0.7297,review_queue
sales_records,SR-1235,Pinnacle Ventures,debt_records,DBT-2024-084,Cascade Ventures Inc,0.7545,0.6958,,0.7284,review_queue
sales_records,SR-1388,Amberleaf Residential,debt_records,DBT-2023-134,Maple Crest Residential Fund,0.82,0.6122,,0.7276,review_queue
sales_records,SR-1288,Ashgrove Industrial,debt_records,DBT-2024-228,Prairie Wind Industrial,0.775,0.6667,,0.7269,review_queue
sales_records,SR-1358,Brightline Commercial Fund,debt_records,DBT-2024-071,Nightingale Fund,0.8125,0.619,,0.7265,review_queue
sales_records,SR-1106,Birchwood Retail,debt_records,DBT-2024-088,Birchwood Ventures,0.7429,0.7059,,0.7265,review_queue
sales_records,SR-1314,Oakwood Trust,debt_records,DBT-2024-321,Oakwood Trust Inc,0.55,0.9467,,0.7263,review_queue
sales_records,SR-1088,Falcon Creek Logistics,debt_records,DBT-2024-155,Falcon Creek Holdings,0.7097,0.7442,,0.725,review_queue
sales_records,SR-1008,Cornerstone Investors,debt_records,DBT-2024-121,Cornerstone Partners Fund,0.7474,0.6957,,0.7244,review_queue
sales_records,SR-1381,Ironwood Residential,debt_records,DBT-2024-383,Ironwood Residential LP,0.5263,0.9721,,0.7244,review_queue
sales_records,SR-1194,Kestrel Group,debt_records,DBT-2023-392,Stonebridge Group LP,0.7882,0.6424,,0.7234,review_queue
sales_records,SR-1029,Lakeshore Holdings,debt_records,DBT-2024-053,Ashford Holdings Fund,0.7273,0.7179,,0.7231,review_queue
sales_records,SR-1278,Juniper Bend Trust,debt_records,DBT-2024-133,Juniper Bend Properties,0.7158,0.7317,,0.7229,review_queue
sales_records,SR-1230,Blackthorn Ventures,debt_records,DBT-2024-246,Blackthorn Ventures LLC,0.5297,0.9619,,0.7218,review_queue
sales_records,SR-1035,Kestrel Holdings,debt_records,DBT-2024-381,Greystone Holdings LP,0.707,0.7399,,0.7216,review_queue
sales_records,SR-1335,Oakwood Office,debt_records,DBT-2024-309,Rosewood Office Group,0.7474,0.6857,,0.72,review_queue
sales_records,SR-1082,Silverpine Logistics,debt_records,DBT-2024-085,Silverpine Logistics Inc,0.52,0.9636,,0.7172,review_queue
sales_records,SR-1254,Bluepeak Properties,debt_records,DBT-2024-234,Bluepeak Logistics Inc,0.7474,0.6753,,0.7154,review_queue
sales_records,SR-1335,Oakwood Office,debt_records,DBT-2024-267,Willowbrook Office Partners,0.8571,0.5366,,0.7147,review_queue
sales_records,SR-1332,Elm Hollow Commercial,debt_records,DBT-2024-357,Steelyard Commercial Fund,0.8333,0.5652,,0.7141,review_queue
sales_records,SR-1230,Blackthorn Ventures,debt_records,DBT-2024-073,Blackthorn Retail Fund,0.7771,0.6341,,0.7135,review_queue
sales_records,SR-1273,Northgate Ventures,debt_records,DBT-2024-021,Yellowpine Ventures,0.8085,0.5946,,0.7134,review_queue
sales_records,SR-1387,Falcon Creek Ventures,debt_records,DBT-2024-389,Falcon Creek Ventures LP,0.5029,0.9733,,0.712,review_queue
sales_records,SR-1118,Silverline Logistics,debt_records,DBT-2024-096,Silverline Retail,0.76,0.6486,,0.7105,review_queue
sales_records,SR-1106,Birchwood Retail,debt_records,DBT-2024-135,Rosewood Industrial LLC,0.88,0.4932,,0.7081,review_queue
sales_records,SR-1062,Rosewood Development,debt_records,DBT-2024-031,Redwood Development LLC,0.5622,0.8887,,0.7073,review_queue
sales_records,SR-1141,Amberleaf Properties,debt_records,DBT-2024-165,Amberleaf Ventures Inc,0.7467,0.6581,,0.7073,review_queue
sales_records,SR-1112,Copper Basin Industrial,debt_records,DBT-2024-036,Copper Basin Residential Inc,0.6462,0.7831,,0.707,review_queue
sales_records,SR-1254,Bluepeak Properties,debt_records,DBT-2024-133,Juniper Bend Properties,0.7385,0.6667,,0.7066,review_queue
sales_records,SR-1300,Ashgrove Commercial Group,debt_records,DBT-2024-360,Greystone Commercial LP,0.7243,0.6833,,0.7061,review_queue
sales_records,SR-1033,Redwood Residential,debt_records,DBT-2024-089,Fairview Residential,0.6545,0.7692,,0.7055,review_queue
sales_records,SR-1058,Foundry Square Logistics Inc,debt_records,DBT-2024-204,Foundry Square Realty,0.6842,0.7309,,0.705,review_queue
sales_records,SR-1288,Ashgrove Industrial,debt_records,DBT-2024-197,Twin Rivers Investors Inc,0.9067,0.4518,,0.7045,review_queue
sales_records,SR-1112,Copper Basin Industrial,debt_records,DBT-2024-168,Cascade Industrial Fund,0.7789,0.6087,,0.7033,review_queue
sales_records,SR-1312,Highland Park Residential,debt_records,DBT-2024-100,Ironbridge Residential Inc,0.8,0.5771,,0.7009,review_queue
sales_records,SR-1187,Driftwood Development,debt_records,DBT-2024-103,Hearthstone Development Inc,0.7333,0.6591,,0.7003,review_queue
sales_records,SR-1313,Foundry Square Development Group,debt_records,DBT-2024-210,Foundry Square Commercial,0.7243,0.6667,,0.6987,review_queue
sales_records,SR-1090,Golden Gate Logistics LLC,debt_records,DBT-2023-027,Ferngate Properties LLC,0.79,0.58,,0.6967,review_queue
sales_records,SR-1174,Maple Crest Trust Group,debt_records,DBT-2024-370,Copperfield Trust Group,0.7628,0.6087,,0.6943,review_queue
sales_records,SR-1209,Falcon Creek Retail,debt_records,DBT-2024-225,Falcon Creek Retail Fund,0.5412,0.8837,,0.6934,review_queue
sales_records,SR-1204,Ironwood Partners,debt_records,DBT-2024-248,Highland Park Fund Partners,0.775,0.5909,,0.6932,review_queue
sales_records,SR-1344,Silverpine Holdings Inc,debt_records,DBT-2024-346,Silverpine Holdings Group,0.5655,0.8515,,0.6926,review_queue
sales_records,SR-1347,Cornerstone Commercial,debt_records,DBT-2024-171,Cornerstone Realty Inc,0.6667,0.7227,,0.6916,review_queue
sales_records,SR-1375,Crestpoint Investors Inc,debt_records,DBT-2024-007,Cornerstone Investors,0.6049,0.7998,,0.6915,review_queue
sales_records,SR-1246,Greystone Capital,debt_records,DBT-2024-373,Cornerstone Capital,0.5756,0.8333,,0.6901,review_queue
sales_records,SR-1234,Twin Rivers Partners Inc,debt_records,DBT-2024-083,Brightline Partners LLC,0.7176,0.6553,,0.6899,review_queue
sales_records,SR-1218,Delta Ridge Group,debt_records,DBT-2024-010,Delta Ridge Properties Inc,0.6471,0.7406,,0.6887,review_queue
sales_records,SR-1001,Falcon Creek Commercial,debt_records,DBT-2024-119,Millbrook Commercial LP,0.73,0.6342,,0.6874,review_queue
sales_records,SR-1215,Ashford Logistics,debt_records,DBT-2024-324,Ashford Residential LP,0.7628,0.5923,,0.687,review_queue
sales_records,SR-1205,Rosewood Realty,debt_records,DBT-2024-074,Amberleaf Retail Group,0.9333,0.3784,,0.6867,review_queue
sales_records,SR-1160,Bayshore Commercial,debt_records,DBT-2024-024,Bayshore Retail,0.671,0.7059,,0.6865,review_queue
sales_records,SR-1072,Windermere Capital,debt_records,DBT-2024-322,Yellowpine Capital LP,0.7176,0.6462,,0.6859,review_queue
sales_records,SR-1237,Thornfield Holdings,debt_records,DBT-2024-113,Twin Rivers Holdings Group,0.7714,0.5778,,0.6854,review_queue
sales_records,SR-1370,Summit Bay Residential Group,debt_records,DBT-2024-282,Summit Bay Commercial,0.7429,0.6122,,0.6848,review_queue
sales_records,SR-1349,Maple Crest Realty,debt_records,DBT-2024-324,Ashford Residential LP,0.8957,0.4195,,0.6841,review_queue
